#NAME?,"Sorry, the query is too large to fit into the Excel cell. You will not be able to update your table with the .Stat Populator.",,,,,,,,
Country,Time,Product,Sector,Total tax (USD/unit),Total price (USD/unit),Total tax (USD/toe NCV),Total price (USD/toe NCV),Total tax (USD/unit using PPP),Total price (USD/unit using PPP)
,,Automotive diesel (litre),Industry,..,0.615981,..,709.966183,..,..
,,,Households,..,0.700055,..,807.441834,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.610156,..,734.613938,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.609902,..,737.438147,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.530909,..,639.717847,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,20.684004,..,267.283545,..,..
,,,Households,..,32.414177,..,418.863585,..,..
,,Steam coal (tonne),Industry,..,40.958533,..,68.052387,..,..
,,,Households,..,125.582377,..,210.221178,..,..
,,,Electricity generation,..,32.026463,..,54.837614,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,59.090263,..,687.096085,..,..
,,,Households,..,94.982543,..,1104.448174,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2003,High sulphur fuel oil (tonne),Industry,..,228.453789,..,237.228808,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,285.856406,..,330.467942,..,..
,,,Households,..,428.222115,..,495.31727,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.599769,..,691.279694,..,..
,,,Households,..,0.683171,..,787.967963,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.599568,..,721.866676,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.603053,..,729.1572,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.521584,..,628.482445,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,19.598676,..,253.258682,..,..
,,,Households,..,37.209905,..,480.8351,..,..
,,Steam coal (tonne),Industry,..,42.056161,..,69.87609,..,..
,,,Households,..,127.130969,..,212.813475,..,..
,,,Electricity generation,..,32.951334,..,56.421233,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,59.847427,..,695.900315,..,..
,,,Households,..,102.213004,..,1188.523297,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-2003,High sulphur fuel oil (tonne),Industry,..,237.661397,..,246.790085,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,285.941064,..,330.565812,..,..
,,,Households,..,421.989903,..,488.108576,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.591346,..,681.572333,..,..
,,,Households,..,0.675211,..,778.786326,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.616154,..,741.836287,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.617854,..,747.053156,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.537805,..,648.026857,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,18.524637,..,239.379689,..,..
,,,Households,..,40.818063,..,527.460559,..,..
,,Steam coal (tonne),Industry,..,43.069335,..,70.823122,..,..
,,,Households,..,122.237359,..,207.16298,..,..
,,,Electricity generation,..,33.616968,..,56.418326,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,62.032004,..,721.302372,..,..
,,,Households,..,102.320184,..,1189.769577,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-2003,High sulphur fuel oil (tonne),Industry,..,239.444242,..,248.641409,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,303.500506,..,350.865629,..,..
,,,Households,..,440.674932,..,509.721233,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.621224,..,716.008501,..,..
,,,Households,..,0.709726,..,818.596455,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.609574,..,733.914137,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.611636,..,739.534671,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.529721,..,638.286528,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,18.720096,..,241.905461,..,..
,,,Households,..,36.291235,..,468.963827,..,..
,,Steam coal (tonne),Industry,..,44.503563,..,73.181564,..,..
,,,Households,..,128.094137,..,217.088813,..,..
,,,Electricity generation,..,34.668654,..,58.183339,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,62.524035,..,727.02366,..,..
,,,Households,..,101.283836,..,1177.719028,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-2004,High sulphur fuel oil (tonne),Industry,..,243.495424,..,251.830455,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,318.555331,..,367.222706,..,..
,,,Households,..,469.035536,..,542.416269,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.669612,..,771.520804,..,..
,,,Households,..,0.764696,..,881.745974,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.650937,..,783.588036,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.653618,..,790.235005,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.565611,..,681.555822,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,21.503172,..,277.869025,..,..
,,,Households,..,37.660929,..,486.663335,..,..
,,Steam coal (tonne),Industry,..,46.375646,..,76.420135,..,..
,,,Households,..,129.550081,..,236.956301,..,..
,,,Electricity generation,..,37.39666,..,62.199659,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,65.100951,..,756.987799,..,..
,,,Households,..,102.372477,..,1190.37764,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2004,High sulphur fuel oil (tonne),Industry,..,246.10667,..,254.53391,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,336.680892,..,388.133195,..,..
,,,Households,..,488.653246,..,565.122189,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.689415,..,794.225355,..,..
,,,Households,..,0.785197,..,905.432608,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.711863,..,856.930297,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.710737,..,859.343039,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.619002,..,745.787985,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,20.839529,..,269.293275,..,..
,,,Households,..,39.841949,..,514.846984,..,..
,,Steam coal (tonne),Industry,..,50.953397,..,83.963585,..,..
,,,Households,..,124.727496,..,228.135452,..,..
,,,Electricity generation,..,39.45091,..,65.616371,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,64.12165,..,745.600579,..,..
,,,Households,..,105.794946,..,1230.173795,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-2004,High sulphur fuel oil (tonne),Industry,..,254.712725,..,263.434655,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,379.04385,..,436.970151,..,..
,,,Households,..,549.384289,..,635.356983,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.727823,..,838.47232,..,..
,,,Households,..,0.831103,..,958.367214,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.715346,..,861.12243,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.715386,..,864.964254,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.622547,..,750.058667,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,20.944708,..,270.652417,..,..
,,,Households,..,44.307513,..,572.552055,..,..
,,Steam coal (tonne),Industry,..,50.436503,..,83.164872,..,..
,,,Households,..,134.298611,..,245.6417,..,..
,,,Electricity generation,..,41.918521,..,69.791568,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,67.718431,..,787.423617,..,..
,,,Households,..,109.049821,..,1268.021176,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q4-2004,High sulphur fuel oil (tonne),Industry,..,280.587186,..,290.195114,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,431.947551,..,497.946796,..,..
,,,Households,..,617.050521,..,713.612247,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.816628,..,940.777966,..,..
,,,Households,..,0.928625,..,1070.822413,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.740858,..,891.832988,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.743365,..,898.79314,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.646348,..,778.734743,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,23.931642,..,309.250272,..,..
,,,Households,..,41.998606,..,542.715809,..,..
,,Steam coal (tonne),Industry,..,53.368348,..,87.999198,..,..
,,,Households,..,149.309604,..,273.097872,..,..
,,,Electricity generation,..,44.304572,..,73.764186,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,68.321174,..,794.432256,..,..
,,,Households,..,107.293352,..,1247.597115,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q1-2005,High sulphur fuel oil (tonne),Industry,..,287.701513,..,297.013552,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,433.230463,..,499.116331,..,..
,,,Households,..,614.72634,..,711.311801,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.816473,..,940.551769,..,..
,,,Households,..,0.930356,..,1072.761005,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.73475,..,884.364589,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.737416,..,891.600543,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.644234,..,776.372893,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,25.135511,..,324.806952,..,..
,,,Households,..,44.714813,..,577.815281,..,..
,,Steam coal (tonne),Industry,..,57.066156,..,92.943947,..,..
,,,Households,..,152.294497,..,265.690968,..,..
,,,Electricity generation,..,46.475936,..,77.503806,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,70.885159,..,824.246032,..,..
,,,Households,..,107.86207,..,1254.210113,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q2-2005,High sulphur fuel oil (tonne),Industry,..,335.562694,..,346.423857,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,476.4551,..,548.914589,..,..
,,,Households,..,666.323151,..,771.015474,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Automotive diesel (litre),Industry,..,0.853356,..,983.039686,..,..
,,,Households,..,0.97398,..,1123.06283,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 98 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.794222,..,955.94613,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium unleaded 95 RON (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.796829,..,963.215031,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular unleaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Households,..,0.701469,..,845.347468,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Premium leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Regular leaded gasoline (litre),Industry,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Liquefied petroleum gas (litre),,..,..,..,..,..,..
,,Natural gas (MWh),Industry,..,24.716701,..,319.394997,..,..
,,,Households,..,46.650076,..,602.823195,..,..
,,Steam coal (tonne),Industry,..,58.859743,..,95.865172,..,..
,,,Households,..,142.56305,..,248.713615,..,..
,,,Electricity generation,..,46.995082,..,78.369539,..,..
,,Coking coal (tonne),Households,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Electricity (MWh),Industry,..,70.812623,..,823.402595,..,..
,,,Households,..,112.662583,..,1310.030029,..,..
,,,Electricity generation,..,..,..,..,..,..
,Q3-2005,High sulphur fuel oil (tonne),Industry,..,371.499462,..,383.52379,..,..
,,,Households,..,..,..,..,..,..
,,Low sulphur fuel oil (tonne),,..,..,..,..,..,..
,,,Electricity generation,..,..,..,..,..,..
,,Light fuel oil (1000 litres),Industry,..,535.389132,..,616.811333,..,..
,,,Households,..,737.075007,..,852.883822,..,..
,,,Electricity generation,..,..,..,..,..,..
